sku,url,name,price
611316708,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101345/5704/%D0%BE%D1%82%D0%B1%D0%BE%D0%B9%D0%BD%D1%8B%D0%B5-%D0%BC%D0%BE%D0%BB%D0%BE%D1%82%D0%BA%D0%B8-%D1%81-%D0%BF%D0%B0%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC-sds-max/gsh-11-e/,+GSH 11 E 'SCHLAGHAMMER,29688.80
0611264000,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101341/16878/%D0%BF%D0%B5%D1%80%D1%84%D0%BE%D1%80%D0%B0%D1%82%D0%BE%D1%80-%D1%81-%D0%BF%D0%B0%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC-sds-max/gbh-5-40-dce/,+GBH 5-40 DCE Bohrhammer,26185.38
0601882M03,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101277/23447/%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F-%D1%83%D0%B3%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F-%D1%88%D0%BB%D0%B8%D1%84%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0./gws-22-230-jh/,+GWS 22-230 JH WINKELSCHLEIFER,0
0601866002,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101327/24693/%D0%B4%D1%80%D0%B5%D0%BB%D0%B8-%D1%88%D1%83%D1%80%D1%83%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%82%D1%8B/gsr-14-4-v-li/,GSR 14.4 V-LI Akkuschr. 2x3 0 Ah L-Boxx,15140.58
0601821800,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101278/11927/%D0%BE%D0%B4%D0%BD%D0%BE%D1%80%D1%83%D1%87%D0%BD%D1%8B%D0%B5-%D1%83%D0%B3%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5-%D1%88%D0%BB%D0%B8%D1%84%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B/gws-1000/,+GWS 1000   'WINKELSCHLEIFER,4555.98
06019A4400,http://www.bosch-professional.com/ru/ru/ocs/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/101327/24124/%D0%B4%D1%80%D0%B5%D0%BB%D0%B8-%D1%88%D1%83%D1%80%D1%83%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%82%D1%8B/gsr-14-4-2-li/,GSR 14.4-2-LI Akkuschr. 2x1 3 Ah L-Boxx,9157.98
611254370,,+GBH 2600 UNI +ZB im Koffer,0
