"iPad 2 wifi and 3G 16 GB "
"iPad 2 wifi and 3G 32 GB "
"iPad 2 wifi and 3G 64 GB "
"iPad 2 with wifi 16 GB "
"iPad 2 with wifi 32 GB "
"iPad 2 with wifi 64 GB "
"iPad 3 wifi and 4G 16 GB "
"iPad 3 wifi and 4G 32 GB "
"iPad 3 wifi and 4G 64 GB "
"iPad 3 with wifi 16 GB "
"iPad 3 with wifi 32 GB "
"iPad 3 with wifi 64 GB "
"iPad wifi and 3G 1st Generation 16 GB "
"iPad wifi and 3G 1st Generation 32 GB "
"iPad wifi and 3G 1st Generation 64 GB "
"iPad with wifi 1st Generation 16 GB "
"iPad with wifi 1st Generation 32 GB "
"iPad with wifi 1st Generation 64 GB "
"iPhone 3GS 16 GB "
"iPhone 3GS 32 GB "
"iPhone 3GS 8 GB "
"iPhone 4 16 GB "
"iPhone 4 32 GB "
"iPhone 4S 16 GB "
"iPhone 4S 32 GB "
"iPhone 4S 64 GB "
"iPod Classic 7th Generation 160 GB "
"iPod Nano 3rd Generation 4 GB "
"iPod Nano 3rd Generation 8 GB "
"iPod Nano 4th Generation 16 GB "
"iPod Nano 4th Generation 8 GB "
"iPod Nano 5th Generation 16 GB "
"iPod Nano 5th Generation 8 GB "
"iPod Nano 6th Generation 16 GB "
"iPod Nano 6th Generation 8 GB "
"iPod Shuffle 4th Generation 2 GB "
"iPod Touch 1st Generation 16 GB "
"iPod Touch 1st Generation 32 GB "
"iPod Touch 1st Generation 8 GB "
"iPod Touch 2nd Generation 16 GB "
"iPod Touch 2nd Generation 32 GB "
"iPod Touch 2nd Generation 8 GB "
"iPod Touch 3rd Generation 32 GB "
"iPod Touch 3rd Generation 64 GB "
"iPod Touch 3rd Generation 8 GB "
"iPod Touch 4th Generation 32 GB "
"iPod Touch 4th Generation 64 GB "
"iPod Touch 4th Generation 8 GB "
"iPod Video 30 GB "
"iPod Video 60 GB "
"iPod Video 80 GB "
"Nintendo 3DS"
"Nintendo DSi XL"
"Nintendo DSi"
"Nintendo DS Lite"
"PSP Slim and Lite"
"PSP Go"
"PSP 1000 Series"
"PS Vita"
"Galaxy S i9000"
"Galaxy S 2 i9100"
"Galaxy Note N7000"
"Bold 9780"
"Bold 9790"
"Bold 9900"
"Torch 9800"
"Torch 9810"
"Torch 9860"
