sku,url
0 603 981 020,http://artem-tools.ru/bosch_ixo_4_basic
0 603 973 420,http://artem-tools.ru/bosch_psr_144_li_2
0 603 100 520,http://artem-tools.ru/bosch_pmf_180_e_multi
0 603 3A9 320,http://artem-tools.ru/bosch_pbh_2100_re
0 603 977 020,http://artem-tools.ru/bosch_psr_select
0 603 128 020,http://artem-tools.ru/bosch_psb_650_re
