sku,url,code
0 603 973 420,http://enkor.ru/?i=search_rozn&s_go=1&input_name=psr&select_input=0,81123
0 603 100 520,http://enkor.ru/?i=search_rozn&s_go=1&input_name=PMF%20180&select_input=0,38917
0 603 128 020,http://enkor.ru/?i=search_rozn&s_go=1&input_name=psb%20650&select_input=0,80164
