sku,url
0611316742,http://www.toolstop.co.uk/bosch-gsh11e-11kg-demolition-hammer-with-sds-max-240v-p355
0601882L73,http://www.toolstop.co.uk/bosch-gws22-230-9in-230mm-professional-large-angle-grinder-240v-p10967
0601866070,http://www.toolstop.co.uk/bosch-gsr14.4v-li-14.4v-li-ion-cordless-dynamicseries-drill-driver-2-x-3ah-batteries-p6182
06019A4470,http://www.toolstop.co.uk/bosch-gsr14.4-2-li-14.4v-cordless-2-speed-drill-driver-2-x-1.3ah-batteries-in-l-box-p11978

