Web Sku,PTS Sku,AKW Sku,Plumb Sku,Merinals,MPN,Description,Price Check
PSI205957,I205957,,,,205957,IDEAL EVOMAX 30 WALL HUNG COMMERCIAL BOILER,yes
PSI205958,I205958,,,,205958,IDEAL EVOMAX 40 WALL HUNG COMMERCIAL BOILER,
PSI205959,I205959,,,,205959,IDEAL EVOMAX 60 WALL HUNG COMMERCIAL BOILER,
PSI205960,I205960,,,,205960,IDEAL EVOMAX 80 WALL HUNG COMMERCIAL BOILER ,yes
PSI205961,I205961,,,,205961,IDEAL EVOMAX 100 WALL HUNG COMMERCIAL BOILER,
PSI205962,I205962,,,,205962,IDEAL EVOMAX 120 WALL HUNG COMMERCIAL BOILER,
PSI205963,I205963,,,,205963,IDEAL EVOMAX 150 WALL HUNG COMMERCIAL BOILER,yes
WS104660,I158659,,104660,,158659,Ideal IMax Horizontal Flue Kit 80/125 ,
WS104662,I158661,,104662,,158661,Ideal IMax Horizontal Flue Kit 100/150 ,
WS104665,I158654,,104665,,158654,Ideal IMax Vertical Roof Flue Kit 80/125 ,yes
WS104667,I158656,,104667,,158656,Ideal IMax Vertical Roof Kit 100/150 ,
WS102722,I152400,,102722,,152400,Ideal IMax 1 Metre Flue Extension 80/125mm,
WS102723,I152401,,102723,,152401,Ideal IMax 1 Metre Flue Extension 100/150 ,yes
WS104730,,,104730,,158920,Ideal IMax Pump Kit,
WS104731,,,104731,,158921,Ideal IMax Pump Kit,
WS102779,,,102779,,152616,Ideal IMax 90 Degree Elbow 80/125,yes
WS102780,,,102780,,152617,Ideal IMax 90 Degree Elbow 100/150,
WSS06495,,,S06495,,,POTTERTON DERWENT COMPACT PLUS 4/50 AUTO IGNITION COMMERCIAL BOILER,
WSS06496,,,S06496,,,POTTERTON DERWENT COMPACT PLUS 5/66 AUTO IGNITION COMMERCIAL BOILER,yes
WSS06497,,,S06497,,,POTTERTON DERWENT COMPACT PLUS 6/83 AUTO IGNITION COMMERCIAL BOILER,
WSS06498,,,S06498,,,POTTERTON DERWENT COMPACT PLUS 7/100 AUTO IGNITION COMMERCIAL BOILER,
WSS06499,,,S06499,,,POTTERTON DERWENT COMPACT PLUS 8/116 AUTO IGNITION COMMERCIAL BOILER,yes
WSS07506,,,S07506,,,Potterton LPG Conversion Kit for Compact Plus Range,
WSS06974,,,S06974,,BWH50,POTTERTON SIRIUS 50 WALL HUNG COMMERCIAL BOILER,
WSS06975,,,S06975,,BWH60,POTTERTON SIRIUS 60 WALL HUNG COMMERCIAL BOILER,yes
WSS06976,,,S06976,,BWH70,POTTERTON SIRIUS 70 WALL HUNG COMMERCIAL BOILER,
WSS06978,,,S06978,,BWH110,POTTERTON SIRIUS 90 WALL HUNG COMMERCIAL BOILER,
WSS06978,S06978,,,,,POTTERTON SIRIUS 110 WALL HUNG COMMERCIAL BOILER,yes
WS138125,,,138125,,5136146,Potterton Horizontal Flue KIt,
WS138126,,,138126,,5136147,Potterton Vertical Flue Kit,
WS138127,,,138127,,5136148,Potterton 1 Metre Flue Extension,yes
WS138136,,,138136,,5136171,Potterton Horizontal Flue Kit,
WS138136,138136,,,,,Potterton Vertical Flue Kit,
WS138137,,,138137,,5136159,Potterton 1 Metre Flue Extension,yes
WSS06640,,,S06640,,PARA30 TWO,POTTERTON PARAMOUNT TWO 30 COMMERCIAL BOILER,
WSS06641,,,S06641,,PARA40 TWO,POTTERTON PARAMOUNT TWO 40 COMMERCIAL BOILER,
WSS06642,,,S06642,,PARA60 TWO,POTTERTON PARAMOUNT TWO 60 COMMERCIAL BOILER,yes
WSS06643,,,S06643,,PARA80 TWO,POTTERTON PARAMOUNT TWO 80 COMMERCIAL BOILER,
WSS06644,,,S06644,,PARAMOUNT95,POTTERTON PARAMOUNT TWO 95 COMMERCIAL BOILER,
WSS06645,,,S06645,,PARAMOUNT115,POTTERTON PARAMOUNT TWO 115 COMMERCIAL BOILER,yes
WS168000,,,168000,,PC4R,KINGSPAN-FERHAM PC4R RECTANGULAR COLD WATER STORAGE TANK,
WS168001,,,168001,,PC15R,KINGSPAN-FERHAM PC15R RECTANGULAR COLD WATER STORAGE TANK,
WS168002,,,168002,,PC20R,KINGSPAN-FERHAM PC20R RECTANGULAR COLD WATER STORAGE TANK,yes
WS168003,,,168003,,PC25R,KINGSPAN-FERHAM PC25R RECTANGULAR COLD WATER STORAGE TANK,
WS168100,,,168100,,BK4R,KINGSPAN-FERHAM BK4R BYELAW KIT,
WS168101,,,168101,,BK15R,KINGSPAN-FERHAM BK15R BYELAW KIT,yes
WS168102,,,168102,,BK20R,KINGSPAN-FERHAM BK20R BYELAW KIT,
WS168103,,,168103,,BK25R,KINGSPAN-FERHAM BK25R BYELAW KIT,
WSG66570,,,G66570,,LC105R/RF,LEISURE LC105R/RF STAINLESS STEEL SIT ON KITCHEN SINK 1.0B 2 TAP HOLE RIGHT HAND DRAINER,yes
WSG66571,,,G66571,,LC105L/RF,LEISURE LC105L/RF STAINLESS STEEL SIT ON KITCHEN SINK 1.0B 2 TAP HOLE LEFT HAND DRAINER,
WSG66603,LR950REV,,G66603,,LR950/,LEISURE LINEAR LR950 STAINLESS STEEL INSET KITCHEN SINK 1.0B 1 TAP HOLE REVERSIBLE DRAINER ,
WSG62266,,,G62266,,BLG150GPX4KCA,CARRON PHOENIX BALI 150 GRAPHITE INSET KITCHEN SINK,yes
WSG62265,,,G62265,,BLG150PWX4KCA,CARRON PHOENIX BALI 150 POLAR WHITE INSET KITCHEN SINK ,
WSG62264,,,G62264,,BLG150CHX4KCA,CARRON PHOENIX BALI 150 CHAMPAGNE INSET KITCHEN SINK,
WSB98688,,,B98688,,MC350S,WATERSIDE MC350 SOFTENER 14 LITRE ,yes
WSB68697,,,B68697,,MC450S,WATERSIDE MC450 ULTRA S SOFTENER 10 LITRE,
WS292258,,,292258,,900100,SOFTLINE 150 NON-ELECTRIC SOFTENER,
WS581018,,,581018,,22103,LA-CO REGULAR FLUX SOLDERING PASTE 60GM,
WS581019,,,581019,,22105,LA-CO REGULAR FLUX SOLDERING PASTE 125GM,
WST80979,,,T80979,,61024,FERNOZ HAWK WHITE JOINTING COMPOUND - 400g,
WS581017,,,581017,,LAC-22195,LA-CO REGULAR FLUX SOLDERING PASTE 125GM BRUSH IN CAP ,
WS581020,,,581020,,LAC-22108,LA-CO REGULAR FLUX SOLDERING PASTE 475GM,
WST80801,,,T80801,,24085,FERNOX WATER HAWK JOINTING COMPOUND - 400g,
WS514142,,,514142,,SMALL,EVERFLUX SOLDERING PASTE - 80ml,
WS514180,,,514180,,EFBNT125,EVERFLUX SOLDERING PASTE - BRUSH 'N' TUB 125ml,
WS514141,,,514141,,EFL250,EVERFLUX SOLDERING PASTE - 250ml,
WS581130,,,581130,,20437,POWERFLOW FLUX 100G,
WS514160,,,514160,,59955,FRYS LEAD FREE SOLDER SPOOL - 99 / 1 1/2 kg,
WS581131,,,581131,,20436,POWERFLOW FLUX 350G,
WSA90243.1,,,A90243,,,IDEAL STANDARD CONCEPT CUBE 4 PIECE PACK PLUS SOFT CLOSE SEAT AND COVER,yes
WSF42045,C10,,F42045,,C10,"MCALPINE C10 1 1/2"" X 75MM WATER SEAL BOTTLE TRAP ",
WSF44045,C10V,,F44045,,C10V,"MCALPINE C10V 1 1/2"" X 75MM WATER SEAL ANTI-SYPHON BOTTLE TRAP",
WSF42010,A10,,F42010,,A10,"MCALPINE  A10 1 1/4"" X 75MM WATER SEAL BOTTLE TRAP",
WSF42053,C10A,,F42053,,C10A,"MCALPINE C10A 1 1/2"" X 75MM WATER SEAL ADJUSTABLE INLET BOTTLE TRAP ",
WSA90243.2,,,A90243,,,IDEAL STANDARD CONCEPT SPHERE 4 PIECE PACK PLUS SOFT CLOSE SEAT AND COVER,
WSF42047,C10R,,F42047,,C10R,"MCALPINE C10R 1 1/2"" X 75MM WATER SEAL RESEALING BOTTLE TRAP ",
WSF42014,CAA10,,F42014,,CAA10,"MCALPINE CAA10 1 1/4"" X 75MM WATER SEAL ADJUSTABLE INLET CHROME PLATED PLASTIC BOTTLE TRAP",
WSF44010,A10V,,F44010,,A10V,"MCALPINE A10V 1 1/4"" x 75MM SEAL ANTI-SYPHON BOTTLE TRAPS",
WSF42210,E10,,F42210,,E10,"MCALPINE E10 1 1/2"" X 38MM WATER SEAL BOTTLE TRAP ",
WSF42011,AA10,,F42011,,AA10,"MCALPINE AA10 1 1/4"" X 75MM SEAL ADJUSTABLE INLET BOTTLE TRAP",
WSF42012,A10A,,F42012,,A10A,"MCALPINE A10A 1 1/4"" x 75MM SEAL ADJ INLET BOTTLE TRAP",
WSF42009,A10R,,F42009,,A10R,"MCALPINE A10R 1 1/4"" x 75MM SEAL RESEALING BOTTLE TRAP",
WSF42410,SA10,,F42410,,SA10,"MCALPINE SA10 1 1/4"" x 75MM SEAL 'P' TUBULAR SWIVEL TRAPS",
WSF42411,SA10V,,F42411,,SA10V,MCALPINE SA10V 1 1/4 x 75MM SEAL 'P' ANTI-SYPHON TUBULAR SWIVEL TRAP,
WSF42420,SB10,,F42420,,SB10,"MCALPINE SB10 1 1/4"" x 75MM SEAL 'S' TUBULAR SWIVEL TRAP",
WSF42426,SC10,,F42426,,SC10,"MCALPINE SC10 1 1/4"" x 75MM SEAL 'P' TUBULAR SWIVEL TRAPS",
WSF42427,SC10V,,F42427,,SC10V,"MCALPINE SC10V 1 1/2"" x 75MM SEAL 'P' ANTI-SYPHON TUBULAR SWIVEL TRAPS",
WSF42436,SD10,,F42436,,SD10,"MCALPINE SD10 1 1/2"" x 75MM SEAL 'S' TUBULAR SWIVEL TRAPS",
WSF44050,SE10,,F44050,,SE10,"MCALPINE SE10 2"" x 75MM SEAL 'P' TUBULAR SWIVEL TRAPS",
WSF42506,ASA10,,F42506,,ASA10,"MCALPINE ASA10 1 1/4"" x 75MM SEAL 'P' ADJ INLET TUBULAR SWIVEL TRAP",
WSF47570,,,F47570,,ST90CP10,MCALPINE ST90CP10 90MM x 50MM WATER SEAL SHOWER TRAP WITH 113MM CHROME PLATED PLASTIC FLANGE,yes
WSF47252,STW8,,F47252,,STW8-R,"MCALPINE STW8-R 1 1/2"" x 50MM WATER SEAL SHOWER TRAP WITH 85MM CHROME PLATED PLASTIC FLANGE",
WSF47243,STW4,,F47243,,STW4-R,"MCALPINE STW4-R 1 1/2"" x 50MM WATER SEAL SHOWER TRAP WITH 70MM CHROME PLATED PLASTIC FLANGE",
WSF47242,STW3,,F47242,,STW3-R,"MCALPINE STW3-R 1 1/2"" x 50MM WATER SEAL SHOWER TRAP WITH 70MM CHROME PLATED PLASTIC FLANGE",
WSF47240,STW1,,F47240,,STW1-R,"MCALPINE STW1-R 1 1/2"" x 19MM WATER SEAL SHOWER TRAP WITH 70MM WHITE PLASTIC FLANGE",
WSF42516,ASC10,,F42516,,ASC10,"MCALPINE ASC10 1 1/2"" x 75MM SEAL 'P' ADJ INLET TUBULAR SWIVEL TRAP",
WSF43710,FJ10,,F43710,,FJ10,"MCALPINE FJ10 1 1/2"" x 75MM WATER SEAL BATH TRAP WITH FLEXIBLE OVERFLOW TUBE",
WSF43516,FSK10,,F43516,,FSK10,"MCALPINE FSK10 1 1/2"" x 75MM WATER SEAL BATH TRAP WITH FLEXIBLE OVERFLOW TUBE",
WSF43724,SM10E,,F43724,,SM10E,"MCALPINE SM10E 1 1/2"" x 60MM WATER SEAL BATH TRAP WITH EXTENDED BODY",
WSF43721,L10V,,F43721,,L10V,"MCALPINE L10V 1 1/2"" x 75MM WATER SEAL ANTI-SYPHON BATH TRAP",
WSF43720,L10,,F43720,,L10,"MCALPINE L10 1 1/2"" x 75MM WATER SEAL BATH TRAP",
WSF43723,SM10V,,F43723,,SM10V,"MCALPINE SM10V 1 1/2"" x 50MM WATER SEAL ANTI-SYPHON BATH TRAP",
WSF42606,SP10,,F42606,,SP10,"MCALPINE SP10 1 1/4"" X 75MM SEAL ALL ONE TUBULAR SWIVEL TRAPS",
WSF43722,SM10,,F43722,,SM10,"MCALPINE SM10 1 1/2"" x 50MM WATER SEAL BATH TRAP",
WSF43016,Q10,,F43016,,Q10,"MCALPINE Q10 1 1/2"" x 19MM WATER SEAL BATH TRAP",
WSF43006,P10,,F43006,,P10,"MCALPINE P10 1 1/4"" x 19MM WATER SEAL BATH TRAP",
WSF42616,TP10,,F42616,,TP10,"MCALPINE TP10 1 1/2"" x 75MM SEAL ALL ONE TUBULAR SWIVEL TRAPS",
WSF42930,TR10,,F42930,,TR10,"MCALPINE TR10 1 1/2"" x 75M SEAL RUNNING TUBULAR SWIVEL TRAPS",
WSF44055,SG10,,F44055,,SG10,"MCALPINE SG10 2"" x 75MM SEAL RUNNING TUBULAR SWIVEL TRAPS",
WSF42706,X10,,F42706,,X10,"MCALPINE X10 1 1/4"" x 75MM SEAL STRAIGHT THROUGH TUBULAR SWIVEL TRAPS ",
WSF42705,X10V,,F42705,,X10V,"MCALPINE X10V 1 1/4"" x 75MM SEAL A/SYPHON ST THROUGH TUBULAR SWIVEL TRAPS",
WSF42507,,,F42507,,ASA10-SP,"MCALPINE ASA10-SP 1 1/4"" x 75MM SEAL ADJUSTABLE INLET 'P' TRAP",
WSF42519,ASC10SP,,F42519,,ASC10-SP,"MCALPINE ASC10-SP 1 /2"" x 75MM SEAL ADJUSTABLE INLET 'P' TRAP ",
WSF42520,ASC10-CO,,F42520,,ASC10-CO,"MCALPINE ASC10-CO 1 1/2"" x 75MM SEAL ADJUSTABLE INLET 'P'  TRAP ",
WSF42247,OBT2CO,,F42247,,OBT2-CO,MCALPINE OBT2-CO 34MM OPEN INLET x 75MM WATER SEAL OFFSET TRAP ,
WSF41345,,,F41345,,V1MX-CO,"MCALPINE V1MX-CO 1 1/2"" x 1 1/2"" x 19/22MM UNIVERSAL SLIP TEE PIECE CONDENSATE TRAPS & FITTINGS",
WSF42302,WM2,,F42302,,WM2,"MCALPINE WM2 1 1/2"" x 75MM SEAL 'P' SINK TRAP WITH WITH NOZZLE",
WSF42303,WM3,,F42303,,WM3,"MCALPINE WM3 1 1/2"" x 75MM SEAL STANDPIPE TRAP ",
WSF42778,,,F42778,,WM3-CAP,MCALPINE WN3-CAP STANDPIPE CAP ,
WSF42304,WM4,,F42304,,WM4,"MCALPINE WM4 1 1/2"" x 75MM SEAL 'P' ADJUSTABLE INLET SINK TRAP",
WSF42310,WM11,,F42310,,WM11,"MCALPINE WM11 1 1/2"" x 75MM SEAL 'P' SINK TRAP WITH TWIN NOZZLES",
WSF42775,MWM14,,F42775,,WM14,"MCALPINE  WM14 1 1/2"" x 75MM 'P' WITH SWIVEL NOZZLE",
WSF47682,V33L,,F47682,,V33L,MCALPINE V33L TEE PIECE,
WSF42237,OBT1CO,,F42237,,OBT1-CO,MCALPINE 19/22MM x 75MM WATER SEAL OFFSET TRAP,
WSF42305,V33WM,,F42305,,V33WM,MCALPINE V33WM TWIN NOZZLE STANDPIPE CONNECTOR,
WSF42046,,,F42046,,WM12,MCALPINE WM12 TRAP WITH SWIVEL NOZZLE AND ONE OUTLET,
WSF47704,BOSSCONN22,,F47704,,BOSSCONN-22MM,MCALPINE 19/22MM MECHANICAL SOIL PIPE BOSS CONNECTOR,
WSF42063,CLAMP1GR,,F42063,,CLAMP1GR,"MCALPINE GREY 1 1/2"" x 1 1/4"" x 22MM PIPE CLAMP",
WSF42064,,,F42064,,CLAMP1WH,"MCALPINE WHITE 1 1/2"" x 1 1/4"" x 22MM PIPE CLAMP",
WSF41609,,,F41609,,R1M-CO,MCALPINE R1M-CO FLEXIBLE TUBE x 19/22MM STRAIGHT CONNECTOR,
WSF47684,V33S,,F47684,,V33S,MCALPINE V33S TEE PIECE,
PSPRR121B,PRR121B,,,,RR121B,POLYPIPE 68MM ROUND DOWN PIPE 2.5 METRE - BLACK,
PSPRR101B,PRR101B,,,,RR101B,POLYPIPE 112MM HALF ROUND GUTTER 4 METRE - BLACK,yes
PSPRR121W,PRR121W,,,,RR121W,POLYPIPE 68MM ROUND DOWN PIPE 2.5 METRE - WHITE,
PSPRR123B,PRR123B,,,,RR123B,POLYPIPE 68MM ROUND DOWNPIPE 4 METRE - BLACK,
PSPRR123W,PRR123W,,,,RR123W,POLYPIPE 68MM ROUND DOWN PIPE 4 METRE - WHITE,yes
PSPRR109B,PRR109B,,,,RR109B,POLYPIPE 112MM HALF ROUND FACIA BRACKET - BLACK   ,
PSPRR101W,PRR101W,,,,RR101W,POLYPIPE 112MM HALF ROUND GUTTER 4 METRE - WHITE,
PSPRR124B,PRR124B,,,,RR124B,POLYPIPE 68MM ROUND DOWN PIPE 5.5 METRE - BLACK,yes
PSPRR124W,PRR124W,,,,RR124W,POLYPIPE 68MM ROUND DOWN PIPE 5.5 METRE - WHITE,
PSPRR109W,PRR109W,,,,RR109W,POLYPIPE 112MM HALF ROUND FACIA BRACKET - WHITE ,
PSPRR102B,PRR102B,,,,RR102B,POLYPIPE 112MM HALF ROUND UNION BRACKET - BLACK,
PSPRR102W,PRR102W,,,,RR102W,POLYPIPE 112MM HALF ROUNDUNION BRACKET - WHITE ,
PSPRR105B,PRR105B,,,,RR105B,POLYPIPE 112MM HALF ROUNDRUNNING OUTLET - BLACK,
PSPRR105W,PRR105W,,,,RR105W,POLYPIPE 112MM HALF ROUND RUNNING OUTLET - WHITE,
PSPRR107B,PRR107B,,,,RR107B,POLYPIPE 112MM HALF ROUND STOP END EXTERNAL - BLACK,
PSPRR107W,PRR107W,,,,RR107W,POLYPIPE 112MM HALF ROUND STOP END EXTERNAL - WHITE,
PSPRR108B,PRR108B,,,,RR108B,POLYPIPE 112MM HALF ROUND STOP END INTERNAL - BLACK,
PSPRR125B,PRR125B,,,,RR125B,POLYPIPE 68MM ROUND PIPE CONNECTOR - BLACK,
PSPRR125W,PRR125W,,,,RR125W,POLYPIPE 68MM ROUND PIPE CONNECTOR - WHITE,
PSPRR108W,PRR108W,,,,RR108W,POLYPIPE 112MM HALF ROUND STOP END INTERNAL - WHITE ,
PSPRR103B,PRR103B,,,,RR103B,POLYPIPE 112MM HALF ROUNDANGLE 90 DEGREES - BLACK ,
PSPRR103W,PRR103W,,,,RR103W,POLYPIPE 112MM HALF ROUND ANGLE 90 DEGREES - WHITE ,
PSPRR104B,PRR104B,,,,RR104B,POLYPIPE 112MM HALF ROUND ANGLE 135 DEGREES - BLACK,
PSPRR104W,PRR104W,,,,RR104W,POLYPIPE 112MM HALF ROUNDANGLE 135 DEGREES - WHITE ,
PSPRR114B,PRR114B,,,,RR114,POLYPIPE RISE AND FALL BRACKET - BLACK,
PSPRR114W,PRR114W,,,,RR114,POLYPIPE RISE AND FALL BRACKET - WHITE,
PSPRR126B,PRR126B,,,,RR126B,POLYPIPE 68MM ROUND DOWNPIPE BRACKET - BLACK,
PSPRR126W,PRR126W,,,,RR126W,POLYPIPE 68MM ROUND DOWNPIPE BRACKET - WHITE,
PSPRR127B,PRR127B,,,,RR127B,POLYPIPE 68MM ROUND OFFSET BEND 112.5 DEGREES - BLACK,
PSPRS201B,PRS201B,,,,RS201B,POLYPIPE 112MM SQUARE GUTTER 4 METRE - BLACK,
PSPRR127W,PRR127W,,,,RR127W,POLYPIPE 68MM ROUND OFFSET BEND 112.5 DEGREES - WHITE,
PSPRS201W,PRS201W,,,,RS201W,POLYPIPE 112MM SQUARE GUTTER 4 METRE - WHITE,yes
PSPRR132B,PRR132B,,,,RR132B,POLYPIPE 68MM ROUND OFFSET BEND 92.5 DEGREES - BLACK,
PSPRS209W,PRS209W,,,,RS209W,POLYPIPE 112MM SQUARE LINE GUTTER FACIA BRACKET - WHITE ,
PSPRR132W,PRR132W,,,,RR132W,POLYPIPE 68MM ROUND OFFSET BEND 92.5 DEGREES - WHITE,
WSB40283,B40283,,,,,TWYFORD REFRESH SOFT CLOSE SEAT AND COVER,
PSPRS209B,PRS209B,,,,RS209B,POLYPIPE 112MM SQUARE LINE GUTTER FACIA BRACKET - BLACK ,
PSPRS202B,PRS202B,,,,RS202B,POLYPIPE 112MM SQUARE LINE GUTTER UNION BRACKET - BLACK,
PSPRS202W,PRS202W,,,,RS202W,POLYPIPE 112MM SQUARE LINE GUTTER UNION BRACKET - WHITE,
PSPRS205B,PRS205B,,,,RS205B,POLYPIPE 112MM SQUARE LINE GUTTER RUNNING OUTLET - BLACK ,
PSPRR129B,PRR129B,,,,RR129B,POLYPIPE 68MM ROUND PIPE BRANCH 112.5 DEGREES - BLACK,
PSPRS205W,PRS205W,,,,RS205W,POLYPIPE 112MM SQUARE LINE GUTTER RUNNING OUTLET - WHITE,
PSPRR129W,PRR129W,,,,RR129W,POLYPIPE 68MM ROUND PIPE BRANCH 112.5 DEGREES - WHITE,
PSPRS207B,PRS207B,,,,RS207B,POLYPIPE 112MM SQUARE LINE GUTTER STOP END EXTERNAL - BLACK ,
PSPRS207W,PRS207W,,,,RS207W,POLYPIPE 112MM SQUARE LINE GUTTER STOP END EXTERNAL - WHITE,
PSPRS203B,PRS203B,,,,RS203B,POLYPIPE 112MM SQUARE LINE GUTTER ANGLE 90 DEGREES - BLACK,
PSPRR128B,PRR128B,,,,RR128B,POLYPIPE 68MM ROUND PIPE SHOE - BLACK,
PSPRR128W,PRR128W,,,,RR128W,POLYPIPE 68MM ROUND PIPE SHOE - WHITE,
PSPRS203W,PRS203W,,,,RS203W,POLYPIPE 112MM SQUARE LINE GUTTER ANGLE 90 DEGREES - WHITE ,
PSPRR135B,PRR135B,,,,RR135B,POLYPIPE 68MM ROUND ACCESS PIPE - BLACK,yes
PSPRS204B,PRS204B,,,,RS204B,POLYPIPE 112MM SQUARE LINE GUTTER ANGLE 135 DEGREES - BLACK,
PSPRR135W,PRR135W,,,,RR135W,POLYPIPE 68MM ROUND ACCESS PIPE - WHITE,
PSPRS204W,PRS204W,,,,RS204W,POLYPIPE 112MM SQUARE LINE GUTTER ANGLE 135 DEGREES - WHITE ,
PSPRR130B,PRR130B,,,,RR130B,POLYPIPE 68MM ROUND RAINWATER HOPPER - BLACK,
PSPRR130W,PRR130W,,,,RR130W,POLYPIPE 68MM ROUND RAINWATER HOPPER - WHITE,
PSPRS221B,PRS221B,,,,RS221B,POLYPIPE 65MM SQUARE LINE DOWNPIPE 2.5 METRE - BLACK,
PSPRS221W,PRS221W,,,,RS221W,POLYPIPE 65MM SQUARE LINE DOWNPIPE 2.5 METRE - WHITE,
PSPRS223B,PRS223B,,,,RS223B,POLYPIPE 65MM SQUARE LINE DOWNPIPE 4 METRE - BLACK ,
PSPRS233W,PRS233W,,,,RS233W,POLYPIPE 65MM SQUARE LINE DOWNPIPE 4 METRE - WHITE,
PSPRS224B,PRS224B,,,,RS224B,POLYPIPE 65MM SQUARE LINE DOWNPIPE 5.5 METRE - BLACK,
PSPRS224W,PRS224W,,,,RS224W,POLYPIPE 65MM SQUARE LINE DOWNPIPE 5.5 METRE - WHITE ,
PSPRS225B,PRS225B,,,,RS225B,POLYPIPE 65MM SQUARE LINE PIPE CONNECTOR - BLACK,
PSPP430B,PP430B,,,,P430B,POLYPIPE SOIL 110MM 3 METRE PLAIN ENDED PIPE - BLACK,
PSPP430W,PP430W,,,,P430W,POLYPIPE SOIL 110MM 3 METRE PLAIN ENDED PIPE - WHITE,
PSPP440B,PP440B,,,,P440B,POLYPIPE SOIL 110MM 4 METRE PLAIN ENDED PIPE - BLACK,yes
PSPP440W,PP440W,,,,P440W,POLYPIPE SOIL 110MM 4 METRE PLAIN ENDED PIPE - WHITE,
PSPSP420B,PSP420B,,,,SP420B,POLYPIPE SOIL 110MM 2 METRE SINGLE SOCKET PIPE - BLACK,
PSPRS225W,PRS225W,,,,RS225W,POLYPIPE 65MM SQUARE LINE PIPE CONNECTOR - WHITE ,
PSPRS226B,PRS226B,,,,RS226B,POLYPIPE 65MM SQUARE LINE DOWNPIPE BRACKET - BLACK,
PSPSP420W,PSP420W,,,,,POLYPIPE SOIL 110MM 2 METRE SINGLE SOCKET PIPE - WHITE,
PSPSP425B,PSP425B,,,,SP425B,POLYPIPE SOIL 110MM 2.5 METRE SINGLE SOCKET PIPE - BLACK,yes
PSPSP425W,PSP425W,,,,,POLYPIPE SOIL 110MM 2.5 METRE SINGLE SOCKET PIPE - WHITE,
PSPRS226W,PRS226W,,,,RS226W,POLYPIPE 65MM SQUARE LINE DOWNPIPE BRACKET - WHITE,
PSPSP430B,PSP430B,,,,SP430B,POLYPIPE SOIL 110MM 3 METRE SINGLE SOCKET PIPE - BLACK,yes
PSPSP430W,PSP430W,,,,SP430W,POLYPIPE SOIL 110MM 3 METRE SINGLE SOCKET PIPE - WHITE,
PSPSP440B,PSP440B,,,,SP440B,POLYPIPE SOIL 110MM 4 METRE SINGLE SOCKET PIPE - BLACK,
PSPSP440W,PSP440W,,,,SP440W,POLYPIPE SOIL 110MM 4 METRE SINGLE SOCKET PIPE - WHITE,yes
PSPRS227B,PRS227B,,,,RS227B,POLYPIPE 65MM SQUARE LINE OFFSET BEND 112.5 DEGREES - BLACK,
PSPRS227W,PRS227W,,,,RS227W,POLYPIPE 65MM SQUARE LINE OFFSET BEND 112.5 DEGREES - WHITE,
PSPSH44B,PSH44B,,,,SH44B,POLYPIPE SOIL 110MM DOUBLE SOCKET - BLACK,
PSPSH44W,PSH44W,,,,SH44W,POLYPIPE SOIL 110MM DOUBLE SOCKET - WHITE,
PSPSH43B,PSH43B,,,,SH43B,POLYPIPE SOIL 110MM SINGLE SOCKET - BLACK,
PSPSH43W,PSH43W,,,,SH43W,POLYPIPE SOIL 110MM SINGLE SOCKET - WHITE,
PSPRS229B,PRS229B,,,,RS229B,POLYPIPE 65MM SQUARE LINE PIPE BRANCH 112.5 DEGREES - BLACK,
PSPSN63B,PSN63B,,,,SN63B,POLYPIPE SOIL 32MM STRAIGHT ADAPTOR - BLACK,
PSPSN63W,PSN63W,,,,SN63W,POLYPIPE SOIL 32MM STRAIGHT ADAPTOR - WHITE,
PSPRS229W,PRS229W,,,,RS229W,POLYPIPE 65MM SQUARE LINE PIPE BRANCH 112.5 DEGREES - WHITE,
PSPRS235B,PRS235B,,,,RS235B,POLYPIPE 65MM SQUARE LINE ACCESS PIPE - BLACK ,
PSPRS235W,PRS235W,,,,RS235W,POLYPIPE 65MM SQUARE LINE ACCESS PIPE - WHITE,yes
PSPSN64B,PSN64B,,,,SN64B,POLYPIPE SOIL 40MM STRAIGHT ADAPTOR - BLACK,
PSPSN64W,PSN64W,,,,SN64W,POLYPIPE SOIL 40MM STRAIGHT ADAPTOR - WHITE,
PSPRS228B,PRS228B,,,,RS228B,POLYPIPE 65MM SQUARE LINE PIPE SHOE - BLACK ,
PSPSN65B,PSN65B,,,,SN65G,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 50MM - BLACK,
PSPSN65W,PSN65W,,,,SN65W,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 50MM - WHITE,
PSPRS228W,PRS228W,,,,RS228W,POLYPIPE 65MM SQUARE LINE PIPE SHOE - WHITE ,
PSPSN66B,PSN66B,,,,SN66B,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 32MM - BLACK,
PSPSN66W,PSN66W,,,,,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 32MM - WHITE,
PSPSN67B,PSN67B,,,,SN67B,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 40MM - BLACK,
PSPSN67W,PSN67W,,,,,POLYPIPE SOIL SOLVENT BOSS ADAPTOR 40MM - WHITE,
PSPSN32B,PSN32B,,,,,POLYPIPE SOIL BOSS ADAPTOR 32MM - BLACK ,
PSPSN32W,PSN32W,,,,,POLYPIPE SOIL BOSS ADAPTOR 32MM - WHITE ,yes
PSPSN40B,PSN40B,,,,,POLYPIPE SOIL BOSS ADAPTOR 40MM - BLACK,
